ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
3431,3,2,3,1,200,2,2,2,10,5178,1
5687,3,3,5,5,210,4,2,2,9,5081,1
8354,5,2,6,1,272,4,1,1,2,1018,0
5016,5,3,2,3,151,4,1,1,3,1353,1
6764,5,3,4,2,211,2,1,1,9,5883,1
3622,2,3,3,3,148,3,1,2,1,5700,0
8858,5,3,6,4,137,8,1,1,9,4374,1
8663,3,3,7,5,293,4,1,1,2,1080,1
7067,3,3,3,1,210,3,2,2,4,5683,0
7459,4,3,4,4,228,5,1,2,6,1853,1
6733,4,3,4,5,162,3,2,1,10,4850,1
6628,2,3,5,1,245,3,1,1,9,4694,0
8662,2,3,5,2,239,5,2,1,6,1365,1
3868,2,3,4,3,218,2,2,2,6,4414,1
8225,3,2,3,4,138,3,2,1,10,4327,1
4664,5,2,5,1,233,4,3,2,2,4615,1
8008,2,3,7,1,308,4,2,2,7,1841,1
3239,3,3,4,3,250,3,2,1,3,5055,1
5752,2,2,4,1,212,2,2,1,7,5864,0
5288,5,3,4,1,268,3,2,2,6,4681,1
6084,5,3,5,1,261,4,3,1,6,4852,0
4713,1,3,4,1,151,6,1,2,7,4387,0
4616,5,3,2,2,254,2,1,1,8,5827,0
6050,5,3,4,1,239,5,1,1,1,1780,1
6340,2,3,3,1,239,2,2,1,2,5757,1
5128,2,3,4,5,270,3,2,1,2,5272,0
5723,3,3,6,3,266,4,2,2,8,1983,1
6581,3,2,6,5,305,4,2,2,10,1418,1
6500,5,3,6,1,287,4,2,1,1,1581,0
8357,3,2,5,4,245,5,2,1,4,1771,1
4530,5,2,4,5,142,10,3,1,5,4147,1
8016,5,3,5,4,256,5,1,2,6,1551,0
6413,3,1,3,2,215,2,2,2,7,5988,1
5669,3,3,3,2,225,3,1,2,3,5529,0
7724,5,3,6,1,293,4,1,1,10,1534,1
5406,5,3,2,2,146,4,1,2,4,5817,0
4282,2,3,4,2,224,3,2,1,3,4511,0
4529,3,2,6,1,263,6,1,2,10,5826,0
5846,5,3,5,1,138,3,1,2,10,5612,1
8456,5,3,5,5,231,3,2,1,10,5361,0
3414,5,1,3,1,188,3,1,2,3,4222,0
8402,5,3,3,3,151,3,2,1,1,5297,0
7433,3,3,5,2,254,2,1,1,5,4985,1
8686,2,3,2,4,102,4,2,1,6,5421,0
8665,4,3,3,3,202,4,1,1,9,4917,0
6826,2,1,6,3,305,4,2,1,9,1479,1
6644,5,3,5,1,183,3,1,1,10,5023,0
6035,3,2,7,5,258,4,1,1,4,1677,1
6748,2,3,4,2,266,3,2,1,2,5252,1
3976,2,2,5,4,227,2,1,1,9,5706,1
7420,2,3,5,5,242,5,2,2,3,1444,1
4254,5,2,5,5,133,2,1,1,10,4398,0
7666,2,1,5,4,199,5,2,1,6,4417,1
4049,3,3,5,2,160,3,3,2,3,4599,0
5472,5,1,6,4,306,4,1,2,9,1595,0
7727,3,3,7,3,308,4,2,2,6,1113,0
8697,1,3,5,4,255,3,1,1,1,5775,1
3155,3,2,4,1,223,3,1,1,8,4974,1
5047,4,1,4,1,150,2,1,2,5,4140,0
6168,5,2,4,3,181,3,1,1,5,5398,1
6162,5,2,4,1,241,3,2,2,6,4558,0
5492,5,2,4,4,196,5,1,1,6,4258,0
7436,5,3,6,5,240,3,1,2,4,5219,1
6821,3,3,4,4,273,5,1,2,10,1316,0
4042,2,3,5,5,243,2,1,2,9,4669,1
5027,3,3,6,3,256,5,1,1,1,1980,0
3395,3,3,5,5,270,3,1,2,2,4351,1
6584,5,2,5,2,244,6,1,1,7,1315,0
4963,4,3,4,5,169,4,1,2,6,4168,1
6511,4,3,6,2,246,4,2,2,7,1071,0
4692,5,3,4,1,144,4,2,2,8,4303,0
3453,1,3,5,1,123,2,1,1,9,5497,0
5623,4,2,4,3,266,6,2,1,5,5209,0
4011,1,3,2,5,154,3,2,1,1,4377,0
6724,2,2,5,4,99,2,3,1,4,4259,0
3292,2,2,5,1,270,2,3,2,10,5360,0
7585,4,3,3,5,146,5,1,1,3,5489,0
8503,4,2,5,1,179,2,3,2,8,5301,1
4181,3,3,4,5,199,2,2,2,4,4762,0
3916,2,3,3,4,250,3,1,2,10,5688,0
5032,2,3,6,4,294,4,2,2,6,1112,0
6522,5,3,3,3,147,8,2,1,7,5822,0
6337,4,3,5,4,264,3,2,2,10,4025,1
3320,5,3,4,4,159,2,2,1,6,5221,0
3565,4,2,3,3,263,3,2,1,9,5665,1
7188,5,3,5,3,256,5,2,2,5,1080,1
3183,1,3,3,3,132,3,1,2,6,5721,1
6856,2,2,6,3,285,7,2,2,7,5030,1
8027,3,3,6,3,252,2,1,2,1,1756,0
8297,3,3,3,2,215,4,3,2,2,4673,1
6044,5,2,6,2,250,4,2,1,3,1777,1
6070,2,3,3,4,156,2,2,1,10,5107,1
7757,3,3,7,3,272,4,2,2,7,1067,1
7658,5,1,5,2,146,7,1,1,9,5631,0
5280,5,3,6,3,248,4,1,1,6,1997,1
8961,1,3,3,3,206,3,1,1,3,5746,1
3972,5,2,5,5,262,2,2,2,8,4283,0
5873,3,1,4,3,175,2,1,2,3,4200,0
5870,5,1,5,2,164,2,2,2,8,5717,0
7318,2,3,3,5,180,4,1,1,9,5105,1
3410,5,1,3,4,202,3,2,2,5,5169,0
8217,1,2,6,5,143,5,3,2,9,4060,0
7153,4,3,6,5,286,4,1,2,9,1282,1
4472,5,3,5,5,168,3,1,1,6,4088,1
6921,1,3,6,3,245,4,1,2,10,1798,0
5282,5,3,5,2,136,2,1,2,3,1370,0
4114,2,2,5,1,238,2,2,2,5,5441,1
5768,5,2,5,4,259,5,1,1,2,1627,1
6437,3,2,2,1,173,2,3,2,1,4135,1
6662,5,3,3,1,200,2,2,2,8,4337,0
8785,4,2,3,3,199,3,2,1,1,4006,1
8055,1,3,5,1,267,5,2,1,10,1818,0
7662,5,1,4,3,240,8,2,2,8,4319,1
5657,3,3,4,5,144,2,1,2,2,4978,0
8449,4,3,5,1,267,3,1,2,7,5789,1
5204,5,2,3,4,243,3,2,1,8,4959,0
4718,5,3,3,2,279,3,2,1,6,4560,0
6146,5,1,3,5,193,3,2,1,6,5302,0
4369,4,1,5,3,217,3,1,2,6,4934,1
5268,5,3,6,2,301,5,2,2,3,1844,1
8892,5,1,5,3,240,5,1,2,4,1389,0
6716,5,2,6,4,221,5,2,2,8,4511,1
5434,2,3,3,5,212,4,1,1,9,5791,0
6423,1,1,3,5,258,4,1,1,3,4212,1
6620,5,3,3,3,279,4,1,2,3,4620,0
6391,4,3,4,5,219,2,3,2,4,4069,1
6858,5,2,3,5,242,2,1,2,1,5803,1
6443,3,2,4,3,186,3,2,1,9,5131,1
4926,5,1,4,4,256,3,1,2,8,4398,0
7638,5,3,3,4,195,4,1,2,3,4743,0
8544,5,3,4,2,167,4,3,2,5,5250,0
6098,5,3,3,5,160,3,1,1,8,4106,0
6172,2,2,5,5,189,3,1,2,7,5717,0
6006,5,1,6,4,292,4,1,2,3,1826,1
6244,2,3,4,2,252,3,2,2,2,5769,0
3950,5,1,4,5,174,3,2,1,8,5576,0
4884,5,3,2,1,138,2,1,2,8,4932,1
4493,3,3,4,4,252,4,2,1,4,4832,0
3659,3,3,3,2,243,3,2,1,8,4093,0
3629,3,3,4,1,134,3,2,2,2,4983,0
5523,1,3,4,2,133,3,1,2,2,1212,1
7303,4,3,3,4,227,4,1,1,9,5465,0
6350,5,3,3,3,237,4,1,1,8,5761,0
6273,1,3,6,5,279,4,1,2,7,1447,0
4399,4,2,3,3,203,3,2,2,7,4977,1
8460,5,3,4,2,128,3,2,2,7,5675,1
5093,3,3,3,5,217,2,2,1,6,5182,0
7016,5,3,4,1,249,3,1,2,4,5253,1
7175,3,3,5,5,271,4,1,2,9,1989,0
3382,2,3,3,2,211,6,1,1,2,4417,0
6200,5,3,5,2,280,4,1,2,8,4539,1
3089,3,3,4,2,218,2,3,2,1,2990,1
5735,3,1,3,5,275,2,1,1,7,4619,0
4265,3,3,5,4,178,6,2,2,10,5197,0
3892,2,3,3,4,243,2,3,2,7,4024,0
6658,2,3,3,3,188,2,2,1,2,4336,0
7465,4,3,6,5,290,4,1,2,6,1929,0
3366,5,3,4,4,256,3,2,2,1,5784,1
3757,4,3,3,2,108,4,1,1,5,4787,0
4618,2,3,4,4,168,4,2,1,4,4676,0
6298,2,2,6,1,293,5,2,1,7,1052,0
8789,3,3,4,2,212,3,1,2,5,5413,0
7200,5,3,7,3,278,4,1,2,2,1038,1
5384,5,3,3,5,147,3,1,1,4,5042,0
4316,5,3,4,3,151,3,2,1,6,5379,1
5274,5,3,6,2,247,4,2,2,1,1668,0
7316,5,3,3,5,177,4,3,2,9,5311,0
8175,1,3,5,5,198,2,2,2,9,4526,0
4625,3,3,2,5,186,2,2,2,10,4506,0
5455,4,1,5,5,132,2,3,1,1,4233,0
6435,1,2,4,2,238,2,2,1,9,4937,0
6342,5,3,5,4,138,2,2,1,8,5885,1
6174,5,2,5,3,269,5,1,1,8,5833,1
7787,3,1,5,4,222,3,1,2,1,4834,1
4016,5,3,2,5,116,3,1,1,1,4091,1
8989,4,3,5,2,270,3,1,2,3,5266,1
8461,4,3,3,5,167,2,2,1,8,5083,0
7527,1,1,3,3,157,3,1,1,6,5187,0
4503,1,1,4,5,148,8,2,2,6,5700,0
4193,3,3,4,1,111,4,2,2,10,4711,0
3961,4,1,4,2,237,3,1,2,1,5114,0
6319,4,2,6,3,191,6,2,1,2,4471,0
8678,5,3,4,5,159,5,2,1,2,5654,1
6045,1,2,4,3,266,5,3,1,5,1590,0
8246,5,3,3,5,174,2,1,1,4,5692,0
4719,1,3,3,4,225,4,1,1,8,5209,0
8967,1,3,4,4,258,3,3,2,10,4958,1
8853,1,3,3,1,242,8,2,2,4,4943,0
7634,5,3,4,5,111,4,2,2,7,5988,1
3556,2,1,4,1,173,3,1,1,5,5232,0
8349,1,1,6,1,278,4,2,2,6,1576,0
5785,4,3,7,2,284,4,1,1,6,1550,1
8966,5,3,3,5,178,3,1,1,7,4135,0
7435,4,3,5,1,171,2,1,2,9,5252,0
8735,3,3,3,2,186,2,2,2,3,5712,0
4021,4,3,2,5,254,3,1,2,6,5684,0
8191,4,3,3,3,231,3,2,1,9,4623,1
3348,5,3,4,2,270,2,3,1,3,4914,1
8063,3,1,4,3,201,4,2,1,3,4797,0
5342,5,2,3,2,151,3,1,1,7,5154,1
6736,2,3,6,4,235,6,1,2,1,5533,1
5440,2,3,4,5,198,6,2,1,6,5380,0
6265,4,3,6,4,244,4,2,1,1,1179,1
5587,4,3,5,2,274,4,2,1,7,4929,0
8171,3,3,3,3,179,2,1,2,5,5058,0
8573,3,3,4,4,234,2,2,1,8,5744,0
8398,2,3,3,1,167,3,2,2,10,4341,1
6801,1,3,3,2,158,7,2,2,10,4244,1
6523,4,3,3,5,270,6,2,1,9,4195,0
6903,1,3,5,2,254,5,3,2,6,1491,1
7553,3,3,4,2,220,2,1,1,6,5543,0
5175,1,3,5,3,266,3,2,1,4,4195,0
6734,5,3,4,4,135,3,2,2,2,5016,0
3171,1,3,4,5,139,3,1,1,3,5824,1
5306,5,3,4,2,146,2,2,2,4,4348,1
4586,5,3,3,4,228,3,2,1,8,5419,0
8899,4,1,6,5,253,4,1,2,2,1893,1
7339,4,3,2,5,270,6,2,1,1,5675,0
7390,2,1,4,1,139,8,2,2,6,5667,1
8111,3,3,3,5,144,2,2,2,6,5983,0
4588,2,3,4,1,145,3,1,2,3,5618,1
4682,5,3,5,4,139,2,2,1,2,4217,1
7179,1,3,5,2,242,5,2,1,1,1004,1
4703,3,3,4,3,167,3,2,2,5,5791,0
4122,5,2,5,3,255,3,2,1,8,5983,0
7924,2,1,3,4,188,6,2,1,6,4031,1
4693,4,3,5,3,217,4,1,2,3,5718,1
4418,5,3,3,2,207,2,1,2,9,4671,0
6932,5,3,4,2,201,3,2,1,6,5616,1
8303,3,3,5,4,158,3,1,1,10,4670,1
3460,2,3,2,4,180,2,1,1,8,4321,1
3616,2,3,6,5,194,5,1,1,8,4777,0
4346,5,3,4,3,245,3,1,2,8,4826,0
4757,3,3,6,5,265,4,1,2,7,1404,1
3947,3,1,5,3,256,6,2,1,5,5614,1
6613,4,3,5,2,260,5,1,2,9,1809,1
5254,2,3,6,4,275,4,1,2,10,1266,1
6588,5,2,6,1,254,4,2,1,3,1488,1
4476,5,3,2,2,278,2,2,1,9,4318,0
4278,5,3,4,1,163,2,1,1,3,4099,1
4878,5,3,3,3,165,3,2,1,4,5924,1
7315,4,3,3,1,183,4,1,2,5,5326,0
4539,1,3,3,1,219,8,1,2,2,5334,0
3656,5,3,4,1,191,3,3,1,6,5335,1
4605,1,3,3,1,171,2,2,1,6,5704,1
7105,4,1,4,1,245,6,1,1,7,1884,1
4780,2,1,4,5,188,2,1,1,4,4433,0
5059,4,1,4,4,216,2,1,1,4,5984,0
6690,5,1,4,4,263,3,2,2,5,4193,0
3679,4,1,3,3,158,3,1,1,2,5205,1
3377,3,3,4,1,244,2,1,1,3,4644,1
6643,4,3,3,4,244,3,2,2,2,5389,0
4438,2,3,3,4,176,2,1,1,10,4920,0
3495,1,3,3,4,113,3,2,2,1,5765,1
7716,5,3,5,5,262,5,1,2,6,1887,1
3727,4,3,3,5,241,3,1,2,2,4976,1
8046,5,3,5,1,307,4,1,2,8,1511,1
8857,4,3,4,1,211,7,3,2,4,4476,1
5091,1,3,4,4,168,3,1,2,6,5488,1
4216,2,3,3,1,258,3,2,1,2,5828,1
5092,2,3,4,4,157,3,2,1,10,5041,1
4226,5,1,4,4,217,2,1,2,6,4029,1
6483,1,3,3,2,177,3,2,2,8,5006,1
8471,3,1,3,5,135,2,2,2,7,5331,0
6531,1,3,4,4,251,4,1,1,1,4252,0
4807,4,2,6,1,260,4,2,1,2,1131,0
4731,1,3,5,1,269,3,1,1,5,5031,0
8594,5,3,3,3,188,4,2,2,1,4296,1
6790,2,3,4,4,207,10,1,1,1,4602,0
3146,5,1,3,5,136,2,3,1,1,4971,0
6116,5,3,5,1,193,2,2,1,1,4450,0
3228,5,3,3,3,205,3,1,2,10,5714,0
7212,5,3,7,5,299,4,1,2,4,1052,1
7198,2,3,4,3,150,4,1,1,4,1021,0
5402,5,3,5,3,245,4,3,2,8,4129,1
3934,2,3,6,3,280,3,1,2,7,4620,1
5363,3,3,4,2,240,3,2,2,9,5170,1
8122,2,3,4,2,197,2,2,2,3,4715,1
3700,2,2,3,2,267,3,1,2,8,5922,0
4461,1,3,4,5,214,3,3,2,6,5646,0
4212,5,3,4,3,144,2,1,1,5,4882,0
4477,4,3,3,3,197,2,2,2,10,5255,0
3507,1,3,4,3,192,3,2,1,10,4086,1
4629,1,3,3,3,173,5,2,1,10,5840,0
7474,2,3,5,4,242,5,2,2,1,1824,1
8366,5,2,5,1,248,4,1,1,6,1944,1
5969,3,3,6,2,257,4,2,2,1,1513,0
7184,5,3,6,4,257,4,2,1,9,1108,1
4965,1,3,4,1,177,2,2,2,6,5566,0
4636,2,1,5,2,272,2,1,1,1,5412,0
5442,5,3,3,1,209,2,2,1,3,4184,0
3331,4,3,6,3,224,6,3,2,8,5661,0
7389,1,1,4,2,146,8,1,2,7,5245,1
4823,3,3,6,3,260,4,2,2,9,1800,0
4097,3,1,3,5,215,3,1,2,4,4828,1
3303,1,2,3,4,170,2,1,1,2,5664,0
7745,3,3,5,3,243,5,1,1,9,1312,1
8441,3,3,3,3,142,6,2,1,2,5748,1
4735,4,3,4,3,169,10,2,1,6,5106,1
3667,4,3,4,4,274,3,3,1,3,4202,1
8220,5,2,4,5,173,3,2,1,8,4040,1
7261,4,2,4,5,184,4,2,1,3,5430,1
7130,5,2,2,4,264,3,2,1,6,4025,1
4494,5,3,5,2,219,4,1,1,7,4787,1
7466,5,3,4,1,235,5,1,2,9,1821,1
4367,3,1,2,5,216,3,2,1,2,5098,0
6487,4,3,4,2,206,7,3,2,3,4991,0
6158,5,1,3,4,233,3,2,2,5,5306,0
7032,5,3,5,5,125,3,1,2,10,4997,0
7056,5,3,3,3,261,4,1,2,3,5722,1
5901,1,2,4,4,164,2,1,2,7,5456,0
8556,5,3,7,4,287,4,1,2,9,1667,1
7221,1,3,4,2,273,5,2,1,8,2000,0
3518,5,3,4,5,254,3,1,2,1,4377,1
4897,4,3,3,1,264,4,1,2,10,4265,0
3780,5,3,2,1,111,2,1,1,1,4296,1
6369,1,3,4,2,247,4,3,1,9,4588,1
5793,1,3,5,1,240,5,2,2,1,1200,0
4527,1,2,4,1,148,8,2,2,5,4851,1
7922,5,1,4,2,248,2,1,1,10,5783,0
3642,5,3,5,1,162,3,2,2,5,4064,1
4500,5,1,3,5,170,3,1,1,5,5064,0
7751,3,3,7,1,257,4,1,2,1,1405,1
8619,1,1,2,1,258,5,1,1,9,1548,1
5174,5,3,3,3,211,3,2,2,7,5185,0
3599,3,3,3,4,183,2,1,2,3,4179,1
8809,4,3,4,4,263,3,2,2,1,5283,1
6054,5,3,6,2,293,6,1,1,10,1919,1
7551,1,2,3,3,217,2,3,1,9,5554,1
7850,5,3,6,3,170,4,1,2,1,4912,0
6164,5,2,5,4,211,3,2,1,7,4856,0
7482,5,3,5,5,269,5,1,2,4,1454,0
5895,1,2,4,3,142,2,1,1,5,5502,1
7710,5,3,5,3,242,5,2,1,5,1820,0
8373,1,2,4,2,246,3,2,2,1,5113,0
5801,3,3,3,5,183,2,1,2,8,5881,1
8310,5,3,5,5,256,5,1,1,10,1333,1
6498,5,3,6,2,286,4,1,1,3,1959,0
4711,4,3,4,2,224,2,2,1,8,4781,1
3712,2,2,3,5,140,5,1,2,7,4370,1
3272,5,1,5,4,263,2,2,1,5,4595,0
7147,4,3,7,4,309,4,1,2,7,1880,0
7240,2,1,3,5,142,3,1,1,2,4619,0
8667,1,3,5,5,161,3,1,1,5,4702,0
6585,1,2,5,1,267,5,1,1,4,1097,0
6434,5,1,3,4,159,3,3,2,4,4756,1
7450,2,3,5,2,223,5,1,2,2,1232,1
6284,5,1,5,1,231,5,1,2,10,1418,0
8408,5,3,6,5,167,2,1,2,10,4013,1
4237,4,1,3,4,247,2,2,1,2,5016,1
8388,5,3,4,4,175,5,1,2,10,4498,1
3340,2,3,4,1,272,2,2,1,5,5252,0
8931,1,3,6,3,273,5,1,2,8,1746,1
4142,5,3,3,3,214,3,2,1,2,4964,1
6468,5,3,4,1,173,4,2,1,1,4684,0
3669,1,3,2,1,139,2,2,1,2,4520,1
6676,2,3,3,3,150,3,1,2,5,5328,0
7334,5,3,3,4,158,2,2,2,7,4744,0
6526,2,3,4,4,177,6,1,2,6,5451,1
6390,5,3,4,2,197,2,1,1,1,4977,0
8091,1,2,3,1,245,3,1,1,4,5449,0
5459,3,1,5,2,205,3,1,1,3,5182,0
6285,1,1,5,2,249,5,2,2,6,1298,0
6940,2,3,4,2,224,3,1,2,1,5821,0
6727,4,2,4,1,265,2,1,1,10,5418,1
3821,3,1,3,4,144,10,3,2,8,4440,0
8067,1,1,3,1,256,4,1,2,6,4814,1
8613,1,1,5,1,242,5,1,2,9,1767,0
8831,3,3,5,5,239,5,1,2,6,1887,1
8161,4,3,4,3,209,5,2,2,6,4384,0
6264,5,3,7,2,276,4,1,2,9,1022,1
4285,4,3,5,5,165,4,2,1,3,4242,0
4569,1,3,3,3,213,3,2,2,7,4133,0
5890,2,2,5,5,148,2,2,2,4,4812,0
7401,1,2,3,4,177,4,2,2,5,1854,0
8907,1,2,4,5,295,3,1,1,2,1693,0
5790,5,3,4,4,217,5,2,1,4,1503,0
7673,3,2,6,5,219,5,1,1,2,1475,1
3440,5,2,4,5,259,3,2,2,10,4921,1
6540,5,3,6,2,300,5,1,2,3,1696,0
3590,5,3,3,1,121,2,1,2,2,5210,1
6669,1,3,4,4,236,2,2,1,6,5101,1
7876,2,3,3,3,216,4,1,1,9,5107,1
6664,2,3,2,1,143,3,1,2,4,4512,0
5626,2,2,4,2,116,3,1,1,2,5602,1
7554,5,3,3,3,168,2,1,1,10,4583,1
3217,4,3,3,4,154,2,2,2,5,5735,1
6919,4,3,6,1,254,4,2,1,6,1928,1
4533,1,2,4,5,140,3,1,1,7,5383,0
6959,3,3,3,4,255,2,1,2,2,4504,0
6205,4,3,5,4,216,4,2,1,8,5878,1
7736,5,3,4,2,275,5,1,1,6,1438,0
3637,4,3,5,3,249,3,2,2,10,5001,1
4106,5,2,3,2,273,3,2,1,2,4948,0
8338,2,1,5,4,271,5,1,2,4,1320,0
4944,5,2,3,5,135,3,1,2,3,4938,0
6092,5,3,3,3,225,4,1,1,9,5468,1
5720,5,3,3,1,239,8,3,2,6,5023,1
3844,2,2,3,1,199,6,2,1,7,4805,0
3180,5,3,3,2,153,10,3,1,7,5305,0
6213,1,3,4,1,208,3,1,1,6,5345,1
6176,5,2,3,5,189,3,1,2,5,5422,0
7243,4,1,6,3,262,6,3,2,5,4506,0
8885,3,1,6,4,289,4,1,1,1,1656,0
5053,4,1,4,1,133,2,2,2,1,5274,1
5780,5,3,6,3,272,4,1,2,5,1355,1
4510,2,1,6,5,154,2,3,2,7,4359,1
7124,5,2,4,1,168,2,2,1,8,5276,1
3865,4,3,6,2,218,6,2,2,1,4558,1
3999,1,3,3,3,256,3,2,2,8,4070,0
3602,5,3,3,2,143,4,2,1,7,4486,0
6780,5,3,4,4,273,3,1,1,3,5749,1
4130,5,3,4,4,192,2,1,2,7,4151,0
5220,5,2,7,5,310,4,1,1,5,1975,0
8571,1,3,3,1,165,3,1,2,10,5823,0
5838,5,3,2,4,233,2,2,1,6,4758,0
8791,4,3,3,3,182,4,1,1,2,4746,1
6555,1,1,6,2,309,4,1,1,6,1335,0
5433,1,3,2,1,255,2,2,2,9,5936,1
5117,3,3,4,1,258,4,1,2,5,5664,0
8247,1,3,3,2,215,4,3,2,1,4158,0
6269,3,3,5,5,249,4,2,2,2,1727,1
3816,5,1,4,2,197,3,1,2,2,4113,1
3731,3,3,3,3,115,6,3,1,6,5636,0
4838,5,3,3,3,189,2,1,1,9,4690,0
3060,5,3,5,5,195,2,1,1,6,3936,1
6338,5,3,4,3,186,3,1,2,2,4437,1
5314,2,3,4,2,256,4,2,2,4,5469,0
5211,1,2,5,4,121,5,3,1,4,4814,0
4092,5,1,4,2,277,5,2,1,8,1335,0
5386,2,3,3,2,238,4,1,1,7,5254,0
8250,5,3,5,1,103,5,1,1,10,5413,1
3888,5,3,4,3,174,2,1,2,10,5554,0
3873,1,3,4,2,201,3,2,2,7,5967,1
4725,1,3,5,3,199,4,2,1,8,5362,0
4050,5,3,3,5,265,3,2,2,4,4268,1
5334,5,1,3,2,158,3,2,2,4,5335,0
6958,2,3,5,2,246,3,1,2,2,4054,1
5189,3,1,3,1,221,3,3,2,3,5005,1
7651,4,1,6,4,201,4,1,1,8,5355,1
3224,5,3,5,4,269,3,1,1,3,4489,0
7926,5,1,4,1,208,2,1,1,5,5707,1
8129,3,3,3,4,274,3,1,1,7,5036,1
7213,4,3,6,2,280,4,1,2,10,1866,1
3604,2,3,4,2,275,6,2,2,9,1890,0
4304,5,3,4,3,175,4,2,1,5,5177,1
4203,1,3,3,2,168,3,2,2,2,4231,0
7407,1,2,7,5,289,4,1,2,10,1385,0
4593,1,3,4,2,142,2,2,1,5,4062,0
6601,4,3,6,4,297,5,3,2,6,1631,0
7951,4,2,5,2,262,5,1,2,5,1751,0
5020,2,3,6,4,291,4,1,1,5,1327,0
8290,2,3,3,5,185,4,1,2,9,5704,0
4412,5,3,3,4,257,4,1,2,9,4537,0
5186,5,1,5,4,172,3,1,1,3,5064,1
5857,4,3,3,4,203,2,1,2,9,5735,0
7574,5,3,3,5,154,2,2,2,6,4675,1
3185,3,3,4,3,159,5,1,2,4,4666,1
5722,2,3,6,3,309,4,1,2,5,1712,0
7473,1,3,4,4,254,5,1,2,2,1573,1
7618,2,3,5,1,256,4,2,1,5,4970,1
4966,2,3,4,4,193,3,2,2,8,4715,1
5841,1,3,5,2,249,6,1,2,8,5633,0
5056,2,1,5,3,267,3,2,1,8,5786,1
4368,5,1,5,1,215,2,1,2,3,4700,0
6393,1,3,3,1,146,2,2,1,8,5375,0
3298,2,2,3,3,205,2,2,2,6,4989,1
3938,5,3,5,3,248,2,1,1,6,5863,1
3500,5,3,3,2,195,2,2,2,9,5779,1
4833,1,3,4,5,140,3,2,1,8,4956,0
3461,3,3,3,5,220,2,1,1,1,5663,0
7683,1,2,5,2,241,2,2,2,9,4965,0
6356,5,3,2,4,114,4,1,2,9,4452,1
7135,4,2,5,1,195,6,3,1,8,4944,1
6464,5,3,3,2,131,5,1,1,8,5084,0
3582,5,3,3,3,271,2,1,1,8,4444,1
4532,5,2,6,1,174,10,2,2,7,4287,0
7211,3,3,6,5,248,4,1,1,10,1005,0
3650,5,3,5,4,266,6,1,1,5,5481,0
8835,1,3,5,4,252,5,1,2,2,1847,1
3455,3,3,4,4,149,3,1,1,8,5658,1
7388,5,1,4,1,157,7,1,1,7,4385,0
7077,1,3,3,1,199,3,2,1,8,5557,1
4231,4,1,3,2,262,3,2,2,2,5910,1
5109,1,3,4,3,136,3,2,2,10,4299,1
6485,3,3,3,5,240,7,2,1,9,5525,1
4733,3,3,5,5,250,2,2,2,10,5475,1
7441,4,3,5,1,207,2,3,2,3,4083,0
6769,4,3,4,1,100,6,2,2,6,5841,0
5604,5,1,4,4,150,2,2,1,1,4711,1
7054,2,3,4,5,137,2,3,1,6,5208,0
6184,2,3,5,3,182,2,1,2,4,5579,0
8483,3,1,6,4,150,5,2,1,8,4709,0
5041,4,3,7,3,310,4,2,1,7,1989,0
6562,2,1,6,2,161,4,1,1,9,1377,0
3833,3,2,4,1,215,3,1,1,2,5563,1
8433,1,3,4,1,188,2,1,2,10,5085,1
4197,1,3,4,3,216,2,1,1,6,4005,0
6367,4,3,3,5,227,3,3,2,9,4892,1
5879,3,1,4,2,268,3,2,2,1,4927,0
7548,5,2,4,2,149,2,1,2,2,4026,1
8058,5,1,4,3,136,3,1,2,6,4911,1
3863,3,3,5,1,152,3,2,1,6,4735,0
3802,2,3,5,2,189,3,1,1,1,5965,0
8157,1,3,3,1,250,2,1,1,5,4232,0
8061,1,1,5,5,186,4,1,2,3,4287,0
8621,3,1,4,2,246,5,1,1,10,1720,0
6130,2,3,4,2,266,3,2,2,7,5121,0
4672,2,2,4,3,208,2,2,2,6,4276,1
4195,4,3,5,5,235,3,1,1,4,5325,0
4034,5,3,3,5,169,3,1,1,6,5397,0
6729,1,2,3,3,234,3,1,2,3,4405,0
4967,3,3,4,1,198,3,2,1,1,4090,0
7231,4,3,4,3,171,2,2,2,10,5211,0
8709,1,3,3,3,225,3,2,1,7,4961,1
5896,2,2,4,5,257,3,2,2,5,4180,0
3962,5,1,5,1,199,2,2,2,7,4660,1
4717,4,3,3,5,260,2,2,2,1,5970,0
7804,2,1,4,1,260,3,1,2,9,4239,0
6154,2,1,5,4,269,2,2,1,2,5962,0
8325,1,3,5,4,226,5,2,1,4,1518,0
7599,1,3,3,1,179,2,2,2,2,4085,0
8147,3,3,2,5,233,3,1,2,9,4751,1
8287,4,3,5,5,264,6,3,2,8,4644,1
7467,1,3,6,4,250,4,1,2,2,1969,1
8387,3,3,2,4,264,3,1,1,1,5437,1
8801,3,3,3,3,232,2,2,1,8,5544,1
8415,1,3,5,1,205,2,1,1,3,5682,1
5773,4,3,6,4,270,4,1,1,10,1199,1
4408,2,3,3,5,107,5,1,1,4,5624,0
5303,3,3,4,3,229,2,2,1,8,5868,0
4645,4,1,5,3,222,2,2,2,3,4460,1
6560,5,1,7,1,250,4,1,2,9,1890,1
8805,1,3,4,5,208,2,1,1,4,5831,0
